date,store_id,item_id,qty_sold,on_promo,discount_pct,Price,stockout_flag
02-01-2022,S005,P0005,165,1,25,71.72,0
02-01-2022,S005,P0006,54,1,25,69.21,0
02-01-2022,S005,P0007,93,0,0,70.69,0
02-01-2022,S005,P0008,250,0,0,63.54,0
02-01-2022,S005,P0009,90,0,0,78.08,0
02-01-2022,S005,P0010,83,1,20,43.09,0
02-01-2022,S005,P0011,16,1,10,25.67,0
02-01-2022,S005,P0012,87,0,0,38.59,0
02-01-2022,S005,P0013,241,0,0,57.99,0
02-01-2022,S005,P0014,286,1,10,14.65,0
02-01-2022,S005,P0015,60,1,20,63.26,0
02-01-2022,S005,P0016,437,1,20,43.64,0
02-01-2022,S005,P0017,377,1,20,84.85,0
02-01-2022,S005,P0018,83,1,5,47.05,0
02-01-2022,S005,P0019,0,0,0,76.83,1
02-01-2022,S005,P0020,183,1,25,93.95,0
03-01-2022,S001,P0001,5,0,0,62.7,0
03-01-2022,S001,P0002,199,0,0,54.02,0
03-01-2022,S001,P0003,176,0,0,26.03,0
03-01-2022,S001,P0004,214,1,25,10.19,0
03-01-2022,S001,P0005,0,0,0,95.54,1
03-01-2022,S001,P0006,9,0,0,57.65,0
03-01-2022,S001,P0007,140,0,0,87.85,0
03-01-2022,S001,P0008,177,0,0,53.94,0
03-01-2022,S001,P0009,217,0,0,61.42,0
03-01-2022,S001,P0010,47,0,0,99.14,0
03-01-2022,S001,P0011,3,0,0,60.52,0
03-01-2022,S001,P0012,2,0,0,86.93,0
03-01-2022,S001,P0013,18,1,15,83.11,0
03-01-2022,S001,P0014,242,1,5,32.28,0
03-01-2022,S001,P0015,228,1,15,52.17,0
03-01-2022,S001,P0016,31,1,5,93.61,0
03-01-2022,S001,P0017,16,0,0,98.25,0
03-01-2022,S001,P0018,20,1,15,78.53,0
03-01-2022,S001,P0019,193,1,5,56.91,0
03-01-2022,S001,P0020,118,1,15,35.32,0
03-01-2022,S002,P0001,96,1,10,48.08,0
03-01-2022,S002,P0002,48,1,20,46.95,0
03-01-2022,S002,P0003,130,1,10,94.45,0
03-01-2022,S002,P0004,11,1,5,27.28,0
03-01-2022,S002,P0005,313,1,5,29.74,0
03-01-2022,S002,P0006,352,0,0,27.64,0
03-01-2022,S002,P0007,265,0,0,60.54,0
03-01-2022,S002,P0008,11,1,15,58.55,0
03-01-2022,S002,P0009,191,0,0,58.59,0
03-01-2022,S002,P0010,185,1,5,95.48,0
03-01-2022,S002,P0011,143,1,15,37.81,0
03-01-2022,S002,P0012,85,1,15,48.7,0
03-01-2022,S002,P0013,270,0,0,65.89,0
03-01-2022,S002,P0014,233,1,15,20.37,0
03-01-2022,S002,P0015,187,0,0,46.25,0
03-01-2022,S002,P0016,39,0,0,71.74,0
03-01-2022,S002,P0017,234,1,20,20.57,0
03-01-2022,S002,P0018,213,1,20,29.88,0
03-01-2022,S002,P0019,55,1,15,73.98,0
03-01-2022,S002,P0020,22,0,0,45.02,0
03-01-2022,S003,P0001,100,1,10,82.88,0
03-01-2022,S003,P0002,353,1,5,17.36,0
03-01-2022,S003,P0003,255,0,0,42.7,0
03-01-2022,S003,P0004,154,0,0,89.67,0
03-01-2022,S003,P0005,147,1,20,65.77,0
03-01-2022,S003,P0006,342,0,0,95.74,0
03-01-2022,S003,P0007,54,0,0,98.9,0
03-01-2022,S003,P0008,289,0,0,41.11,0
03-01-2022,S003,P0009,179,1,5,42.07,0
03-01-2022,S003,P0010,175,1,25,95.89,0
03-01-2022,S003,P0011,209,0,0,84.12,0
03-01-2022,S003,P0012,109,1,25,71.21,0
03-01-2022,S003,P0013,43,1,20,49.23,0
03-01-2022,S003,P0014,58,1,20,21.87,0
03-01-2022,S003,P0015,399,1,5,60.83,0
03-01-2022,S003,P0016,95,0,0,56.78,0
03-01-2022,S003,P0017,296,0,0,76.12,0
03-01-2022,S003,P0018,105,0,0,98.9,0
03-01-2022,S003,P0019,103,0,0,46.24,0
03-01-2022,S003,P0020,131,0,0,16.35,0
03-01-2022,S004,P0001,66,0,0,83.63,0
03-01-2022,S004,P0002,163,1,25,81.57,0
03-01-2022,S004,P0003,98,0,0,44.68,0
03-01-2022,S004,P0004,150,1,5,60.11,0
03-01-2022,S004,P0005,15,0,0,24.63,0
03-01-2022,S004,P0006,36,1,20,36.31,0
03-01-2022,S004,P0007,303,1,20,11.36,0
03-01-2022,S004,P0008,209,1,10,63.1,0
03-01-2022,S004,P0009,69,1,10,30.82,0
03-01-2022,S004,P0010,143,0,0,23.73,0
03-01-2022,S004,P0011,239,0,0,29.49,0
03-01-2022,S004,P0012,192,1,15,74.42,0
03-01-2022,S004,P0013,23,1,25,58.3,0
03-01-2022,S004,P0014,165,1,20,60.58,0
03-01-2022,S004,P0015,85,0,0,73.48,0
03-01-2022,S004,P0016,79,0,0,16.18,0
03-01-2022,S004,P0017,33,0,0,38.52,0
03-01-2022,S004,P0018,270,0,0,46.93,0
03-01-2022,S004,P0019,1,0,0,80.41,0
03-01-2022,S004,P0020,149,0,0,95.33,0
03-01-2022,S005,P0001,3,0,0,36.3,0
03-01-2022,S005,P0002,0,1,5,82.08,1
03-01-2022,S005,P0003,15,0,0,46.4,0
03-01-2022,S005,P0004,351,0,0,59.76,0
03-01-2022,S005,P0005,66,1,10,60.35,0
03-01-2022,S005,P0006,62,1,20,40.61,0
03-01-2022,S005,P0007,77,1,10,63.61,0
03-01-2022,S005,P0008,177,1,10,97.09,0
03-01-2022,S005,P0009,349,0,0,52.72,0
03-01-2022,S005,P0010,74,1,15,14.41,0
03-01-2022,S005,P0011,40,1,20,74.14,0
03-01-2022,S005,P0012,72,1,20,46.94,0
03-01-2022,S005,P0013,190,0,0,23.04,0
03-01-2022,S005,P0014,263,1,5,28.02,0
03-01-2022,S005,P0015,126,1,25,86.82,0
03-01-2022,S005,P0016,17,1,5,80.31,0
03-01-2022,S005,P0017,19,0,0,41.28,0
03-01-2022,S005,P0018,36,1,5,38.42,0
03-01-2022,S005,P0019,207,1,10,59.93,0
03-01-2022,S005,P0020,91,0,0,66.76,0
04-01-2022,S001,P0001,58,1,20,77.88,0
04-01-2022,S001,P0002,91,1,5,88.22,0
04-01-2022,S001,P0003,70,0,0,10.55,0
04-01-2022,S001,P0004,0,1,25,44.81,0
04-01-2022,S001,P0005,32,0,0,69.65,0
04-01-2022,S001,P0006,8,0,0,53.35,0
04-01-2022,S001,P0007,341,0,0,33.47,0
04-01-2022,S001,P0008,347,0,0,61.1,0
04-01-2022,S001,P0009,15,0,0,45.25,0
04-01-2022,S001,P0010,85,0,0,94.98,0
04-01-2022,S001,P0011,30,0,0,24.21,0
04-01-2022,S001,P0012,136,0,0,66.07,0
04-01-2022,S001,P0013,31,0,0,34.68,0
04-01-2022,S001,P0014,7,1,15,98.28,0
04-01-2022,S001,P0015,377,1,5,87.24,0
04-01-2022,S001,P0016,28,0,0,93.4,0
04-01-2022,S001,P0017,348,1,15,53.02,0
04-01-2022,S001,P0018,258,1,20,58.54,0
04-01-2022,S001,P0019,41,1,15,63.29,0
04-01-2022,S001,P0020,49,1,5,10.93,0
04-01-2022,S002,P0001,83,1,25,45.49,0
04-01-2022,S002,P0002,60,1,15,52.33,0
04-01-2022,S002,P0003,448,0,0,41.55,0
04-01-2022,S002,P0004,11,1,25,58.13,0
04-01-2022,S002,P0005,390,0,0,25.67,0
04-01-2022,S002,P0006,81,0,0,33.96,0
04-01-2022,S002,P0007,121,0,0,81.35,0
04-01-2022,S002,P0008,44,0,0,57.34,0
04-01-2022,S002,P0009,88,0,0,50.36,0
04-01-2022,S002,P0010,142,1,25,51.34,0
04-01-2022,S002,P0011,48,1,15,13.09,0
04-01-2022,S002,P0012,61,0,0,94.85,0
04-01-2022,S002,P0013,140,0,0,16.47,0
04-01-2022,S002,P0014,390,1,20,82.15,0
04-01-2022,S002,P0015,91,0,0,61.13,0
04-01-2022,S002,P0016,32,1,5,63.74,0
04-01-2022,S002,P0017,60,1,10,66.78,0
04-01-2022,S002,P0018,206,1,10,30.12,0
04-01-2022,S002,P0019,108,1,10,31.26,0
04-01-2022,S002,P0020,349,0,0,21.47,0
04-01-2022,S003,P0001,271,0,0,81.01,0
04-01-2022,S003,P0002,202,1,20,59.97,0
04-01-2022,S003,P0003,34,0,0,26.87,0
04-01-2022,S003,P0004,165,0,0,99.12,0
04-01-2022,S003,P0005,2,0,0,24.29,0
04-01-2022,S003,P0006,308,1,10,18.48,0
04-01-2022,S003,P0007,76,1,20,54.73,0
04-01-2022,S003,P0008,91,1,15,59.61,0
04-01-2022,S003,P0009,113,1,5,14.64,0
04-01-2022,S003,P0010,274,1,15,63.63,0
04-01-2022,S003,P0011,116,0,0,95.99,0
04-01-2022,S003,P0012,5,1,20,75.41,0
04-01-2022,S003,P0013,115,1,5,24.19,0
04-01-2022,S003,P0014,79,1,5,85.33,0
04-01-2022,S003,P0015,223,0,0,15.58,0
04-01-2022,S003,P0016,258,1,20,19.63,0
04-01-2022,S003,P0017,236,0,0,53.81,0
04-01-2022,S003,P0018,309,0,0,37.49,0
04-01-2022,S003,P0019,32,0,0,38.2,0
04-01-2022,S003,P0020,44,1,5,84.13,0
04-01-2022,S004,P0001,145,0,0,20.39,0
04-01-2022,S004,P0002,150,1,25,70.46,0
04-01-2022,S004,P0003,40,1,5,53.13,0
04-01-2022,S004,P0004,245,1,25,82,0
04-01-2022,S004,P0005,241,0,0,75.55,0
04-01-2022,S004,P0006,138,1,10,50.26,0
04-01-2022,S004,P0007,152,1,25,56.58,0
04-01-2022,S004,P0008,12,1,15,37.17,0
04-01-2022,S004,P0009,158,1,20,82.75,0
04-01-2022,S004,P0010,265,1,20,23.53,0
04-01-2022,S004,P0011,240,0,0,56.3,0
04-01-2022,S004,P0012,153,0,0,94.09,0
04-01-2022,S004,P0013,68,1,15,24.53,0
04-01-2022,S004,P0014,302,0,0,70.33,0
04-01-2022,S004,P0015,70,1,25,79.68,0
04-01-2022,S004,P0016,92,0,0,25.69,0
04-01-2022,S004,P0017,275,1,20,25.04,0
04-01-2022,S004,P0018,3,0,0,56.02,0
04-01-2022,S004,P0019,307,1,5,31.39,0
04-01-2022,S004,P0020,62,0,0,86.86,0
04-01-2022,S005,P0001,195,0,0,21.71,0
04-01-2022,S005,P0002,33,1,25,40.56,0
04-01-2022,S005,P0003,263,1,20,29.2,0
04-01-2022,S005,P0004,83,1,25,82.18,0
04-01-2022,S005,P0005,78,1,25,45.85,0
04-01-2022,S005,P0006,118,0,0,42.08,0
04-01-2022,S005,P0007,147,1,25,51.22,0
04-01-2022,S005,P0008,216,0,0,62.03,0
04-01-2022,S005,P0009,27,1,15,36.53,0
04-01-2022,S005,P0010,172,1,15,84.66,0
04-01-2022,S005,P0011,78,1,15,39.15,0
04-01-2022,S005,P0012,196,1,25,45.65,0
04-01-2022,S005,P0013,75,1,10,40.27,0
04-01-2022,S005,P0014,11,1,5,82.99,0
04-01-2022,S005,P0015,144,1,25,60.15,0
04-01-2022,S005,P0016,200,0,0,15.19,0
04-01-2022,S005,P0017,256,1,10,37.46,0
04-01-2022,S005,P0018,118,0,0,34.44,0
04-01-2022,S005,P0019,244,0,0,84.99,0
04-01-2022,S005,P0020,54,0,0,81.63,0
05-01-2022,S001,P0001,147,1,20,28.46,0
05-01-2022,S001,P0002,220,0,0,79.54,0
05-01-2022,S001,P0003,97,1,10,80.57,0
05-01-2022,S001,P0004,29,1,5,93.53,0
05-01-2022,S001,P0005,192,0,0,46.13,0
05-01-2022,S001,P0006,158,1,20,60.2,0
05-01-2022,S001,P0007,8,0,0,53.65,0
05-01-2022,S001,P0008,42,0,0,59.2,0
05-01-2022,S001,P0009,5,0,0,98.03,0
05-01-2022,S001,P0010,93,1,5,32.6,0
05-01-2022,S001,P0011,44,1,15,53.31,0
05-01-2022,S001,P0012,78,0,0,93.96,0
05-01-2022,S001,P0013,57,0,0,83.3,0
05-01-2022,S001,P0014,161,1,5,12.66,0
05-01-2022,S001,P0015,172,1,10,55.77,0
05-01-2022,S001,P0016,132,0,0,30.15,0
05-01-2022,S001,P0017,46,0,0,63.75,0
05-01-2022,S001,P0018,17,0,0,97.51,0
05-01-2022,S001,P0019,38,1,5,49.8,0
05-01-2022,S001,P0020,11,0,0,33.3,0
05-01-2022,S002,P0001,161,1,10,56.24,0
05-01-2022,S002,P0002,101,1,10,43.43,0
05-01-2022,S002,P0003,263,0,0,30.78,0
05-01-2022,S002,P0004,32,0,0,82.85,0
05-01-2022,S002,P0005,209,1,20,87.11,0
05-01-2022,S002,P0006,24,0,0,56.68,0
05-01-2022,S002,P0007,20,1,10,80.01,0
05-01-2022,S002,P0008,148,1,10,41.24,0
05-01-2022,S002,P0009,100,1,5,96.96,0
05-01-2022,S002,P0010,129,0,0,87.69,0
05-01-2022,S002,P0011,257,1,5,74.45,0
05-01-2022,S002,P0012,262,0,0,53.28,0
05-01-2022,S002,P0013,200,1,15,25.38,0
05-01-2022,S002,P0014,56,1,15,23.84,0
05-01-2022,S002,P0015,24,0,0,52.21,0
05-01-2022,S002,P0016,0,0,0,79.34,1
05-01-2022,S002,P0017,294,0,0,13.13,0
05-01-2022,S002,P0018,142,1,5,23.28,0
05-01-2022,S002,P0019,55,1,10,67.3,0
05-01-2022,S002,P0020,24,1,10,17.35,0
05-01-2022,S003,P0001,53,1,10,93.06,0
05-01-2022,S003,P0002,189,0,0,84.04,0
05-01-2022,S003,P0003,146,1,20,25.75,0
05-01-2022,S003,P0004,186,1,20,76.32,0
05-01-2022,S003,P0005,77,1,15,49.52,0
05-01-2022,S003,P0006,225,0,0,93.81,0
05-01-2022,S003,P0007,66,1,5,76.7,0
05-01-2022,S003,P0008,35,1,5,24.28,0
05-01-2022,S003,P0009,1,1,15,13.87,0
05-01-2022,S003,P0010,95,0,0,14.93,0
05-01-2022,S003,P0011,255,1,25,22.22,0
05-01-2022,S003,P0012,132,0,0,57.69,0
05-01-2022,S003,P0013,234,1,20,80.36,0
05-01-2022,S003,P0014,42,1,15,40.6,0
05-01-2022,S003,P0015,25,0,0,86.8,0
05-01-2022,S003,P0016,30,1,25,30.33,0
05-01-2022,S003,P0017,28,0,0,29.03,0
05-01-2022,S003,P0018,38,0,0,97.97,0
05-01-2022,S003,P0019,149,1,5,31.18,0
05-01-2022,S003,P0020,192,0,0,65.34,0
05-01-2022,S004,P0001,198,0,0,57.58,0
05-01-2022,S004,P0002,83,1,10,54.02,0
05-01-2022,S004,P0003,0,1,25,69.96,1
05-01-2022,S004,P0004,173,1,25,51.07,0
05-01-2022,S004,P0005,69,1,10,99.12,0
05-01-2022,S004,P0006,256,1,10,77.59,0
05-01-2022,S004,P0007,246,0,0,87.6,0
05-01-2022,S004,P0008,332,1,20,43.67,0
05-01-2022,S004,P0009,325,0,0,89.52,0
05-01-2022,S004,P0010,53,1,15,12.89,0
05-01-2022,S004,P0011,17,0,0,92.7,0
05-01-2022,S004,P0012,223,1,25,31.47,0
05-01-2022,S004,P0013,95,0,0,89.52,0
05-01-2022,S004,P0014,225,0,0,54.44,0
05-01-2022,S004,P0015,216,1,15,21.75,0
05-01-2022,S004,P0016,324,1,15,60.8,0
05-01-2022,S004,P0017,75,1,5,60.17,0
05-01-2022,S004,P0018,158,1,25,19.17,0
05-01-2022,S004,P0019,55,0,0,45.92,0
05-01-2022,S004,P0020,131,0,0,23.85,0
05-01-2022,S005,P0001,74,0,0,40.47,0
05-01-2022,S005,P0002,0,1,5,26.25,1
05-01-2022,S005,P0003,150,0,0,82.08,0
05-01-2022,S005,P0004,135,0,0,50.59,0
05-01-2022,S005,P0005,79,0,0,49.08,0
05-01-2022,S005,P0006,62,1,15,12.38,0
05-01-2022,S005,P0007,130,0,0,49.02,0
05-01-2022,S005,P0008,74,1,5,27.8,0
05-01-2022,S005,P0009,16,0,0,59.13,0
05-01-2022,S005,P0010,342,1,5,43.1,0
05-01-2022,S005,P0011,48,0,0,13.33,0
05-01-2022,S005,P0012,224,0,0,98.66,0
05-01-2022,S005,P0013,64,1,20,39.8,0
05-01-2022,S005,P0014,322,0,0,86.26,0
05-01-2022,S005,P0015,264,1,10,85.81,0
05-01-2022,S005,P0016,343,1,25,58.21,0
05-01-2022,S005,P0017,15,0,0,74.42,0
05-01-2022,S005,P0018,90,0,0,53.06,0
05-01-2022,S005,P0019,143,0,0,61.9,0
05-01-2022,S005,P0020,36,1,25,53.65,0
06-01-2022,S001,P0001,37,0,0,91.05,0
06-01-2022,S001,P0002,230,0,0,47.32,0
06-01-2022,S001,P0003,58,0,0,54.78,0
06-01-2022,S001,P0004,305,0,0,41.72,0
06-01-2022,S001,P0005,120,1,5,37.57,0
06-01-2022,S001,P0006,2,1,15,83.4,0
06-01-2022,S001,P0007,35,1,10,99.12,0
06-01-2022,S001,P0008,171,0,0,34.4,0
06-01-2022,S001,P0009,195,1,10,59.33,0
06-01-2022,S001,P0010,97,1,20,33.79,0
06-01-2022,S001,P0011,177,1,10,60.79,0
06-01-2022,S001,P0012,1,0,0,63.21,0
06-01-2022,S001,P0013,181,0,0,64.04,0
06-01-2022,S001,P0014,100,0,0,46.65,0
06-01-2022,S001,P0015,1,0,0,92.22,0
06-01-2022,S001,P0016,0,1,20,28.27,1
06-01-2022,S001,P0017,26,1,10,22.57,0
06-01-2022,S001,P0018,176,0,0,81.55,0
06-01-2022,S001,P0019,15,1,20,96.19,0
06-01-2022,S001,P0020,0,0,0,79.76,1
06-01-2022,S002,P0001,81,1,20,28.58,0
06-01-2022,S002,P0002,23,1,25,48.84,0
06-01-2022,S002,P0003,65,0,0,60.75,0
06-01-2022,S002,P0004,0,0,0,58.46,1
06-01-2022,S002,P0005,76,1,5,17.93,0
06-01-2022,S002,P0006,136,0,0,49.22,0
06-01-2022,S002,P0007,255,0,0,43.87,0
06-01-2022,S002,P0008,244,0,0,63.54,0
06-01-2022,S002,P0009,173,1,15,40.94,0
06-01-2022,S002,P0010,330,0,0,65.09,0
06-01-2022,S002,P0011,95,0,0,69.04,0
06-01-2022,S002,P0012,144,0,0,43.15,0
06-01-2022,S002,P0013,350,0,0,49.42,0
06-01-2022,S002,P0014,240,1,15,76.27,0
06-01-2022,S002,P0015,210,1,20,22.01,0
